,Event,Date,Winner,Fighter 1,Fighter 2,F1 Knockdown,F2 Knockdown,F1 Stike,F2 Strike,F1 Takedown,F2 Takedown,F1 Submission,F2 Submission,Weightclass,Result,Method,Round,Time
2725,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Nordine Taleb,Nordine Taleb,Danny Roberts,1,0,5,1,0,0,0,0,Welterweight,KO/TKO,OKick,1,0:59
2726,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",John Makdessi,John Makdessi,Abel Trujillo,1,0,47,29,0,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2727,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Alessio Di Chirico,Alessio Di Chirico,Oluwale Bamgbose,1,0,6,10,1,0,0,0,Middleweight,KO/TKO,OKnee,2,2:14
2728,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Jordan Mein,Jordan Mein,Erick Silva,0,0,51,13,3,0,1,0,Welterweight,U-DEC,U-DEC,3,5:00
2729,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Brian Ortega,Brian Ortega,Cub Swanson,0,0,24,60,0,0,2,0,Featherweight,SUB,GuillotineChoke,2,3:22
2730,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Gabriel Benitez,Gabriel Benitez,Jason Knight,0,0,85,36,0,1,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2731,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Marlon Moraes,Marlon Moraes,Aljamain Sterling,2,0,7,3,0,0,0,0,Bantamweight,KO/TKO,OKnee,1,1:07
2732,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Scott Holtzman,Scott Holtzman,Darrell Horcher,0,0,49,36,7,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2733,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Eryk Anders,Eryk Anders,Markus Perez,0,0,79,30,2,2,0,1,Middleweight,U-DEC,U-DEC,3,5:00
2734,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Benito Lopez,Benito Lopez,Albert Morales,1,0,78,78,0,0,1,0,Bantamweight,U-DEC,U-DEC,3,5:00
2735,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Alexis Davis,Alexis Davis,Liz Carmouche,0,0,23,49,1,4,2,0,Women's Flyweight,S-DEC,S-DEC,3,5:00
2736,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Andre Soukhamthath,Andre Soukhamthath,Luke Sanders,1,0,20,23,0,0,0,0,Bantamweight,KO/TKO,Punches,2,1:06
2737,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Alex Perez,Alex Perez,Carls John De Tomas,0,0,24,8,2,0,3,0,Bantamweight,SUB,AnacondaChoke,2,1:54
2738,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Frankie Saenz,Frankie Saenz,Merab Dvalishvili,0,0,58,47,0,11,0,0,Bantamweight,S-DEC,S-DEC,3,5:00
2739,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Alejandro Perez,Alejandro Perez,Iuri Alcantara,0,0,35,38,0,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2740,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Davi Ramos,Davi Ramos,Chris Gruetzemacher,0,0,55,46,5,0,1,0,Lightweight,SUB,RearNakedChoke,3,0:50
2741,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Trevin Giles,Trevin Giles,Antonio Braga Neto,1,0,70,18,0,2,0,0,Middleweight,KO/TKO,Punches,3,2:27
2742,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Max Holloway,Max Holloway,Jose Aldo,0,0,174,87,0,0,0,0,Featherweight,KO/TKO,Punches,3,4:51
2743,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Francis Ngannou,Francis Ngannou,Alistair Overeem,1,0,6,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:42
2744,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Henry Cejudo,Henry Cejudo,Sergio Pettis,0,0,36,25,3,0,0,0,Flyweight,U-DEC,U-DEC,3,5:00
2745,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Eddie Alvarez,Eddie Alvarez,Justin Gaethje,1,0,155,122,1,0,0,0,Lightweight,KO/TKO,OKnee,3,3:59
2746,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Tecia Torres,Tecia Torres,Michelle Waterson-Gomez,0,0,95,56,1,2,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2747,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Paul Felder,Paul Felder,Charles Oliveira,0,0,31,6,0,2,0,2,Lightweight,KO/TKO,Elbows,2,4:06
2748,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Yancy Medeiros,Yancy Medeiros,Alex Oliveira,2,2,75,93,1,2,0,0,Welterweight,KO/TKO,Punches,3,2:02
2749,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",David Teymur,David Teymur,Drakkar Klose,0,0,52,39,1,2,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2750,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Felice Herrig,Felice Herrig,Cortney Casey,0,0,76,91,1,0,0,0,Women's Strawweight,S-DEC,S-DEC,3,5:00
2751,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Amanda Cooper,Amanda Cooper,Angela Magana,0,0,40,12,1,0,1,0,Women's Strawweight,KO/TKO,Punches,2,4:34
2752,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Abdul Razak Alhassan,Abdul Razak Alhassan,Sabah Homasi,1,0,27,39,1,0,0,0,Welterweight,KO/TKO,Punches,1,4:21
2753,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Dominick Reyes,Dominick Reyes,Jeremy Kimball,0,0,16,4,1,1,1,0,Light Heavyweight,SUB,RearNakedChoke,1,3:39
2754,UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Justin Willis,Justin Willis,Allen Crowder,1,0,22,15,0,0,0,0,Heavyweight,KO/TKO,Punch,1,2:33
2755,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Nicco Montano,Nicco Montano,Roxanne Modafferi,0,0,186,132,3,2,1,1,Women's Flyweight,U-DEC,U-DEC,5,5:00
2756,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Sean O'Malley,Sean O'Malley,Terrion Ware,0,0,141,88,3,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2757,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Lauren Murphy,Lauren Murphy,Barb Honchak,0,0,59,71,2,0,0,2,Women's Flyweight,S-DEC,S-DEC,3,5:00
2758,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Gerald Meerschaert,Gerald Meerschaert,Eric Spicely,1,0,36,17,0,1,0,1,Middleweight,KO/TKO,OKick,2,2:18
2759,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Draw,DeAnna Bennett,Melinda Fabian,0,1,47,49,0,0,1,0,Women's Flyweight,M-DEC,M-DEC,3,5:00
2760,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Brett Johns,Brett Johns,Joe Soto,0,0,1,0,0,0,1,0,Bantamweight,SUB,CalfSlicer,1,0:30
2761,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Montana De La Rosa,Montana De La Rosa,Christina Marks,0,0,6,10,0,1,1,0,Women's Flyweight,SUB,Armbar,1,2:00
2762,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Ryan Janes,Ryan Janes,Andrew Sanchez,0,2,159,96,0,3,0,0,Middleweight,KO/TKO,Punch,3,0:58
2763,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Rachael Ostovich,Rachael Ostovich,Karine Gevorgyan,0,0,3,2,1,0,1,0,Women's Flyweight,SUB,Armbar,1,1:40
2764,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Shana Dobson,Shana Dobson,Ariel Beck,1,0,34,35,0,0,0,0,Women's Flyweight,KO/TKO,Punch,2,2:53
2765,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Gillian Robertson,Gillian Robertson,Emily Whitmire,0,0,2,9,1,0,1,0,Women's Flyweight,SUB,Armbar,1,2:12
2766,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Kelvin Gastelum,Kelvin Gastelum,Michael Bisping,1,0,14,7,0,0,0,0,Middleweight,KO/TKO,Punch,1,2:30
2767,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Li Jingliang,Li Jingliang,Zak Ottow,1,0,26,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:57
2768,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Wang Guan,Wang Guan,Alex Caceres,1,0,71,49,0,0,0,0,Featherweight,S-DEC,S-DEC,3,5:00
2769,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Alex Garcia,Alex Garcia,Muslim Salikhov,0,0,6,10,3,0,1,0,Welterweight,SUB,RearNakedChoke,2,3:22
2770,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Zabit Magomedsharipov,Zabit Magomedsharipov,Sheymon Moraes,0,0,34,18,11,0,1,0,Featherweight,SUB,AnacondaChoke,3,4:30
2771,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Song Kenan,Song Kenan,Bobby Nash,1,0,14,1,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:15
2772,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Yan Xiaonan,Yan Xiaonan,Kailin Curran,0,0,96,52,0,2,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2773,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Song Yadong,Song Yadong,Bharat Kandare,1,0,8,3,0,0,1,0,Featherweight,SUB,GuillotineChoke,1,4:16
2774,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Shamil Abdurakhimov,Shamil Abdurakhimov,Chase Sherman,1,0,6,5,0,0,0,0,Heavyweight,KO/TKO,Punches,1,1:24
2775,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Gina Mazany,Gina Mazany,Wu Yanan,0,0,38,22,5,1,0,0,Women's Bantamweight,U-DEC,U-DEC,3,5:00
2776,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Rolando Dy,Rolando Dy,Wulijiburen,1,0,26,17,0,4,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2777,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Cyril Asker,Cyril Asker,Hu Yaozong,0,0,20,8,4,0,1,1,Heavyweight,SUB,RearNakedChoke,2,2:33
2778,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Fabricio Werdum,Fabricio Werdum,Marcin Tybura,0,0,155,127,1,1,0,0,Heavyweight,U-DEC,U-DEC,5,5:00
2779,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Jessica-Rose Clark,Jessica-Rose Clark,Bec Rawlings,0,0,101,65,2,2,1,1,Women's Flyweight,S-DEC,S-DEC,3,5:00
2780,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Belal Muhammad,Belal Muhammad,Tim Means,0,0,88,91,1,0,0,0,Welterweight,S-DEC,S-DEC,3,5:00
2781,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Jake Matthews,Jake Matthews,Bojan Velickovic,0,0,20,24,4,1,0,1,Welterweight,S-DEC,S-DEC,3,5:00
2782,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Elias Theodorou,Elias Theodorou,Daniel Kelly,0,0,118,42,0,2,0,1,Middleweight,U-DEC,U-DEC,3,5:00
2783,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Alexander Volkanovski,Alexander Volkanovski,Shane Young,0,0,68,18,5,1,0,0,Catch Weight,U-DEC,U-DEC,3,5:00
2784,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Ryan Benoit,Ryan Benoit,Ashkan Mokhtarian,1,0,45,42,0,0,0,0,Flyweight,KO/TKO,OKick,3,2:38
2785,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Nik Lentz,Nik Lentz,Will Brooks,0,0,34,49,0,2,1,1,Lightweight,SUB,GuillotineChoke,2,2:05
2786,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Tai Tuivasa,Tai Tuivasa,Rashad Coulter,1,0,22,10,0,0,0,0,Heavyweight,KO/TKO,FlyingKnee,1,4:35
2787,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Frank Camacho,Frank Camacho,Damien Brown,0,0,154,104,1,2,0,1,Lightweight,S-DEC,S-DEC,3,5:00
2788,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Nadia Kassem,Nadia Kassem,Alex Chambers,0,0,52,45,0,4,6,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2789,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Eric Shelton,Eric Shelton,Jenel Lausa,0,0,86,5,5,1,0,2,Flyweight,U-DEC,U-DEC,3,5:00
2790,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Adam Wieczorek,Adam Wieczorek,Anthony Hamilton,0,0,42,32,0,2,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
2791,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Dustin Poirier,Dustin Poirier,Anthony Pettis,0,0,53,34,5,1,0,4,Lightweight,KO/TKO,KO/TKO,3,2:08
2792,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Matt Brown,Matt Brown,Diego Sanchez,1,0,18,12,0,0,0,0,Welterweight,KO/TKO,Elbow,1,3:44
2793,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Andrei Arlovski,Andrei Arlovski,Junior Albini,0,0,92,48,0,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
2794,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Cezar Ferreira,Cezar Ferreira,Nate Marquardt,0,1,47,36,2,0,0,0,Middleweight,S-DEC,S-DEC,3,5:00
2795,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Raphael Assuncao,Raphael Assuncao,Matthew Lopez,1,0,46,34,0,1,0,0,Bantamweight,KO/TKO,Punch,3,1:50
2796,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Clay Guida,Clay Guida,Joe Lauzon,1,0,24,1,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:07
2797,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Marlon Moraes,Marlon Moraes,John Dodson,0,1,45,43,1,2,1,0,Bantamweight,S-DEC,S-DEC,3,5:00
2798,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Tatiana Suarez,Tatiana Suarez,Viviane Pereira,0,0,71,13,4,0,0,1,Women's Strawweight,U-DEC,U-DEC,3,5:00
2799,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Sage Northcutt,Sage Northcutt,Michel Quinones,0,0,79,55,3,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2800,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Nina Nunes,Nina Nunes,Angela Hill,0,0,143,107,0,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2801,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Sean Strickland,Sean Strickland,Court McGee,0,0,78,62,3,0,1,0,Welterweight,U-DEC,U-DEC,3,5:00
2802,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Jake Collier,Jake Collier,Marcel Fortuna,0,0,94,59,0,1,0,1,Light Heavyweight,U-DEC,U-DEC,3,5:00
2803,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Karl Roberson,Karl Roberson,Darren Stewart,0,0,17,6,1,0,2,0,Middleweight,SUB,RearNakedChoke,1,3:41
2804,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Georges St-Pierre,Georges St-Pierre,Michael Bisping,1,0,59,27,3,0,1,0,Middleweight,SUB,RearNakedChoke,3,4:23
2805,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",TJ Dillashaw,TJ Dillashaw,Cody Garbrandt,2,1,20,18,0,0,0,0,Bantamweight,KO/TKO,Punch,2,2:41
2806,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Rose Namajunas,Rose Namajunas,Joanna Jedrzejczyk,1,0,15,5,0,0,0,0,Women's Strawweight,KO/TKO,Punch,1,3:03
2807,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Stephen Thompson,Stephen Thompson,Jorge Masvidal,1,0,70,42,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2808,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Paulo Costa,Paulo Costa,Johny Hendricks,1,0,49,27,0,0,0,0,Middleweight,KO/TKO,Punches,2,1:23
2809,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",James Vick,James Vick,Joe Duffy,1,0,42,25,0,2,0,0,Lightweight,KO/TKO,Punch,2,4:59
2810,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Mark Godbeer,Mark Godbeer,Walt Harris,0,0,3,21,0,1,0,0,Heavyweight,DQ,DQ,1,4:29
2811,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Ovince Saint Preux,Ovince Saint Preux,Corey Anderson,1,0,23,30,0,4,0,0,Light Heavyweight,KO/TKO,OKick,3,1:25
2812,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Randy Brown,Randy Brown,Mickey Gall,0,0,41,7,1,0,0,2,Welterweight,U-DEC,U-DEC,3,5:00
2813,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Curtis Blaydes,Curtis Blaydes,Aleksei Oleinik,1,0,39,34,4,0,0,0,Heavyweight,KO/TKO,KO/TKO,2,1:39
2814,UFC 217: Bisping vs. St-Pierre,"November 04, 2017",Ricardo Ramos,Ricardo Ramos,Aiemann Zahabi,1,0,42,46,3,0,0,0,Bantamweight,KO/TKO,SpinningBackElbow,3,1:58
2815,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Derek Brunson,Derek Brunson,Lyoto Machida,1,0,10,3,0,0,0,0,Middleweight,KO/TKO,Punch,1,2:30
2816,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Colby Covington,Colby Covington,Demian Maia,0,0,88,53,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2817,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Pedro Munhoz,Pedro Munhoz,Rob Font,0,0,20,30,0,0,1,0,Bantamweight,SUB,GuillotineChoke,1,4:03
2818,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Francisco Trinaldo,Francisco Trinaldo,Jim Miller,0,0,63,34,1,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
2819,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Thiago Santos,Thiago Santos,Jack Hermansson,1,0,28,5,0,0,0,0,Middleweight,KO/TKO,Punch,1,4:59
2820,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",John Lineker,John Lineker,Marlon Vera,0,0,77,49,0,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
2821,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Vicente Luque,Vicente Luque,Niko Price,1,0,61,25,0,0,1,0,Welterweight,SUB,D'ArceChoke,2,4:08
2822,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Antonio Carlos Junior,Antonio Carlos Junior,Jack Marshman,0,0,11,1,1,0,1,0,Middleweight,SUB,RearNakedChoke,1,4:30
2823,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Jared Gordon,Jared Gordon,Hacran Dias,0,0,101,32,2,0,0,1,Lightweight,U-DEC,U-DEC,3,5:00
2824,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Max Griffin,0,2,84,51,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2825,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Deiveson Figueiredo,Deiveson Figueiredo,Jarred Brooks,0,0,19,30,1,7,5,0,Flyweight,S-DEC,S-DEC,3,5:00
2826,UFC Fight Night: Brunson vs. Machida,"October 28, 2017",Marcelo Golm,Marcelo Golm,Christian Colombo,0,0,35,2,1,0,1,0,Heavyweight,SUB,RearNakedChoke,1,2:08
2827,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Darren Till,Darren Till,Donald Cerrone,1,0,24,14,0,1,0,0,Welterweight,KO/TKO,Punch,1,4:20
2828,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Karolina Kowalkiewicz,Karolina Kowalkiewicz,Jodie Esquibel,0,0,127,65,1,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2829,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Jan Blachowicz,Jan Blachowicz,Devin Clark,0,0,33,15,1,0,1,0,Light Heavyweight,SUB,RearNakedChoke,2,3:02
2830,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Oskar Piechota,Oskar Piechota,Jonathan Wilson,1,0,56,17,1,0,3,0,Middleweight,U-DEC,U-DEC,3,5:00
2831,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Marcin Held,Marcin Held,Nasrat Haqparast,0,1,19,27,3,1,1,0,Lightweight,U-DEC,U-DEC,3,5:00
2832,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Brian Kelleher,Brian Kelleher,Damian Stasiak,1,0,79,43,1,1,1,0,Bantamweight,KO/TKO,Punch,3,3:39
2833,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Ramazan Emeev,Ramazan Emeev,Sam Alvey,0,0,38,29,1,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2834,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Andre Fili,Andre Fili,Artem Lobov,1,0,55,55,5,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2835,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Warlley Alves,Warlley Alves,Salim Touahri,0,0,38,35,2,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2836,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Aspen Ladd,Aspen Ladd,Lina Lansberg,0,0,26,41,1,0,0,0,Women's Bantamweight,KO/TKO,Punches,2,2:33
2837,UFC Fight Night: Cerrone vs. Till,"October 21, 2017",Josh Emmett,Josh Emmett,Felipe Arantes,4,0,67,43,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2838,UFC 216: Ferguson vs. Lee,"October 07, 2017",Tony Ferguson,Tony Ferguson,Kevin Lee,0,0,54,55,0,3,2,0,Lightweight,SUB,TriangleChoke,3,4:02
2839,UFC 216: Ferguson vs. Lee,"October 07, 2017",Demetrious Johnson,Demetrious Johnson,Ray Borg,0,0,64,13,8,3,2,0,Flyweight,SUB,Armbar,5,3:15
2840,UFC 216: Ferguson vs. Lee,"October 07, 2017",Fabricio Werdum,Fabricio Werdum,Walt Harris,0,0,0,0,1,0,1,0,Heavyweight,SUB,Armbar,1,1:05
2841,UFC 216: Ferguson vs. Lee,"October 07, 2017",Mara Romero Borella,Mara Romero Borella,Kalindra Faria,0,0,3,0,1,0,1,0,Women's Flyweight,SUB,RearNakedChoke,1,2:54
2842,UFC 216: Ferguson vs. Lee,"October 07, 2017",Draw,Beneil Dariush,Evan Dunham,1,0,81,36,0,1,0,0,Lightweight,M-DEC,M-DEC,3,5:00
2843,UFC 216: Ferguson vs. Lee,"October 07, 2017",Cody Stamann,Cody Stamann,Tom Duquesnoy,0,0,66,33,4,1,0,0,Bantamweight,S-DEC,S-DEC,3,5:00
2844,UFC 216: Ferguson vs. Lee,"October 07, 2017",Draw,Lando Vannata,Bobby Green,1,0,104,93,4,1,1,0,Lightweight,S-DEC,S-DEC,3,5:00
2845,UFC 216: Ferguson vs. Lee,"October 07, 2017",Poliana Botelho,Poliana Botelho,Pearl Gonzalez,0,0,67,27,1,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
2846,UFC 216: Ferguson vs. Lee,"October 07, 2017",Matt Schnell,Matt Schnell,Marco Beltran,0,0,38,34,0,1,1,0,Flyweight,U-DEC,U-DEC,3,5:00
2847,UFC 216: Ferguson vs. Lee,"October 07, 2017",John Moraga,John Moraga,Bibulatov Magomed,1,0,8,5,0,0,0,0,Flyweight,KO/TKO,Punch,1,1:38
2848,UFC 216: Ferguson vs. Lee,"October 07, 2017",Brad Tavares,Brad Tavares,Thales Leites,1,0,70,46,0,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
2849,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Ovince Saint Preux,Ovince Saint Preux,Yushin Okami,0,0,0,0,0,0,1,1,Light Heavyweight,SUB,VonFlueChoke,1,1:50
2850,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Jessica Andrade,Jessica Andrade,Claudia Gadelha,0,0,141,42,4,0,0,2,Women's Strawweight,U-DEC,U-DEC,3,5:00
2851,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Dong Hyun Ma,Dong Hyun Ma,Takanori Gomi,1,0,13,2,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:30
2852,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Gokhan Saki,Gokhan Saki,Henrique da Silva,2,0,40,20,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,4:45
2853,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Teruto Ishihara,Teruto Ishihara,Rolando Dy,1,0,50,48,2,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
2854,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Jussier Formiga,Jussier Formiga,Yuta Sasaki,0,0,9,16,1,0,2,0,Flyweight,SUB,RearNakedChoke,1,4:30
2855,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Keita Nakamura,Keita Nakamura,Alex Morono,0,0,27,38,2,0,0,0,Welterweight,S-DEC,S-DEC,3,5:00
2856,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Syuri Kondo,Syuri Kondo,Chan-Mi Jeon,0,0,135,95,0,0,0,0,Women's Strawweight,S-DEC,S-DEC,3,5:00
2857,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Shinsho Anzai,Shinsho Anzai,Luke Jumeau,0,0,51,49,1,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2858,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017",Daichi Abe,Daichi Abe,Hyun Gyu Lim,1,0,63,43,1,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
2859,UFC Fight Night: Rockhold vs. Branch,"September 16, 2017",Luke Rockhold,Luke Rockhold,David Branch,0,0,58,25,2,1,0,0,Middleweight,KO/TKO,Punches,2,4:05
2860,UFC Fight Night: Rockhold vs. Branch,"September 16, 2017",Mike Perry,Mike Perry,Alex Reyes,1,0,11,6,0,0,0,0,Welterweight,KO/TKO,OKnee,1,1:19
2861,UFC Fight Night: Rockhold vs. Branch,"September 16, 2017",Anthony Smith,Anthony Smith,Hector Lombard,1,0,35,65,0,1,0,0,Middleweight,KO/TKO,Punches,3,2:33
2862,UFC Fight Night: Rockhold vs. Branch,"September 16, 2017",Gregor Gillespie,Gregor Gillespie,Jason Gonzalez,1,0,20,22,4,0,1,0,Lightweight,SUB,ArmTriangle,2,2:11
2863,UFC Fight Night: Rockhold vs. Branch,"September 16, 2017",Kamaru Usman,Kamaru Usman,Sergio Moraes,1,0,16,13,0,0,0,0,Welterweight,KO/TKO,Punch,1,2:48
